inter,vdw,multipole,polar
-12834.7301,5952.7821,-13325.0814,-5462.4308
-12802.5823,6113.8259,-13412.3543,-5504.0539
-12694.7071,5981.3068,-13252.623,-5423.3908
-12767.4796,6129.5615,-13382.4031,-5514.638
-12734.6257,6148.0261,-13376.6822,-5505.9696
-12769.4601,5953.5404,-13275.1023,-5447.8982
-12711.2007,6147.6565,-13350.7622,-5508.095
-12764.1975,5922.2041,-13239.0196,-5447.382
-12706.0332,5925.8915,-13244.0604,-5387.8642
-12610.5434,5860.0504,-13121.4991,-5349.0947
-12654.2966,5855.4509,-13170.5078,-5339.2398
-12743.819,6016.7621,-13300.0159,-5460.5653
-12785.6192,5919.6227,-13289.6223,-5415.6196
-12691.2179,5855.338,-13174.6621,-5371.8938
-12702.0586,5958.174,-13258.0018,-5402.2308
-12751.6707,6045.2776,-13329.3962,-5467.552
-12583.6679,5663.97,-12997.1423,-5250.4956
-12666.8897,5935.0217,-13233.6424,-5368.269
-12708.8775,6009.8104,-13287.0331,-5431.6548
-12666.9144,6069.7757,-13284.0631,-5452.627
-12600.6215,5748.0562,-13045.1728,-5303.5048
-12714.6072,5883.3785,-13162.5797,-5435.406
-12714.5468,5827.3783,-13160.4821,-5381.4431
-12634.8051,5862.0686,-13137.5995,-5359.2742
-12623.8327,5784.6671,-13059.3613,-5349.1386
-12695.7708,5883.8451,-13187.9224,-5391.6936
-12772.8845,5815.2656,-13194.4478,-5393.7023
-12621.1574,5922.9839,-13153.3508,-5390.7904
-12731.4368,5973.1035,-13266.0836,-5438.4567
-12700.4347,5794.8349,-13116.4565,-5378.8132
-12810.4138,6052.6496,-13345.7867,-5517.2767
-12775.2133,5808.0466,-13162.8628,-5420.397
-12744.3565,5953.1551,-13225.3418,-5472.1698
-12778.0558,5908.526,-13264.0761,-5422.5058
-12637.5258,5918.6714,-13172.1822,-5384.015
-12715.7162,5972.5039,-13251.7675,-5436.4526
-12724.1206,6056.9856,-13284.0593,-5497.047
-12700.7019,5993.219,-13260.0325,-5433.8884
-12724.1291,5875.3358,-13199.6327,-5399.8321
