#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Elapsed Time (s)"
157000,157.0000000003856,-56873.994449856655,16786.246871004652,-40087.747578852,299.16595443495896,45.05373943702551,0.9959643195750234,1361.0698111057281
158000,158.00000000039037,-56445.17736696219,16628.266957346154,-39816.91040961604,296.35042264787234,44.794248111407875,1.0017339018863867,1370.2763245105743
159000,159.00000000039515,-56975.094598500196,16264.403560812132,-40710.69103768806,289.8656174889493,44.52485333171082,1.0077948288433667,1379.5242898464203
160000,160.00000000039992,-56820.311864159514,16533.320459932882,-40286.99140422663,294.6582778976386,45.00244065722373,0.9970996303176001,1388.6871192455292
161000,161.0000000004047,-56690.046442635445,16874.292911401644,-39815.7535312338,300.73511863896476,45.117630778290525,0.9945539286672552,1397.8174159526825
162000,162.00000000040947,-56990.942172266165,16685.625900628707,-40305.31627163746,297.372678733129,45.35037097198937,0.9894498320735374,1406.978353023529
163000,163.00000000041425,-56946.808939481234,17071.429663305735,-39875.3792761755,304.24850700926606,44.88548589103942,0.9996976985307713,1416.0961592197418
164000,164.00000000041902,-57220.37279794143,16490.80646397451,-40729.566333966926,293.90058975713475,44.85827681039742,1.000304071696016,1425.2552392482758
165000,165.0000000004238,-56723.50122275874,16732.488000417685,-39991.01322234106,298.2078591589818,45.012014571847395,0.9968875503468911,1434.399892091751
166000,166.00000000042857,-56980.19284958137,16749.993272147418,-40230.19957743395,298.51983963710256,45.18355042901294,0.9931029438070604,1443.5558207035065
167000,167.00000000043335,-57132.86026452991,16833.82325465593,-40299.03700987398,300.0138648900461,45.180284018404784,0.9931747424258853,1452.7087562084198
168000,168.00000000043812,-56705.835141535375,16598.14379999837,-40107.69134153701,295.8135651127844,45.006129813939964,0.9970178979666259,1461.8214263916016
169000,169.0000000004429,-57163.74680224509,16620.85054906,-40542.89625318509,296.21824677315436,45.315884186919654,0.9902028339029896,1470.9513347148895
170000,170.00000000044767,-56840.787507208464,16197.091690920526,-40643.69581628794,288.66597947839983,45.36937719387748,0.9890353299529732,1480.0767107009888
171000,171.00000000045245,-56942.18668919397,16524.654567231046,-40417.532121962926,294.50383360278823,45.560994814785786,0.984875706185093,1489.2164647579193
172000,172.00000000045722,-57041.93813114894,17132.244085475362,-39909.694045673576,305.33234694034763,45.59835989466628,0.984068660503648,1498.3704323768616
173000,173.000000000462,-56939.86019044388,16711.07744963132,-40228.78274081256,297.82627845722027,45.70577977660189,0.9817558558683369,1507.5202388763428
174000,174.00000000046677,-56554.54867328778,17091.6786598583,-39462.870013429485,304.60938639025875,45.82744389357821,0.9791494600246601,1516.6647877693176
175000,175.00000000047154,-56201.16942250191,16510.85598364417,-39690.31343885774,294.25791404373854,45.409740520165904,0.9881562067675865,1525.8219361305237
176000,176.00000000047632,-56925.67261914616,17049.66875684894,-39876.00386229722,303.86068223821724,45.08476766589264,0.9952788772304986,1535.006287097931
177000,177.0000000004811,-56844.40004336004,16674.056540309623,-40170.34350305042,297.16648858540515,45.36613407568808,0.9891060337617479,1544.1654012203217
178000,178.00000000048587,-56731.147201523905,16851.295128631187,-39879.85207289272,300.32525015047634,45.199995306946036,0.9927416283561404,1553.286787033081
179000,179.00000000049064,-57275.02637300092,16801.374693293375,-40473.651679707546,299.4355638019787,45.089390898079515,0.9951768264986418,1562.4385857582092
180000,180.00000000049542,-56069.86031746431,16620.98352105225,-39448.876796412056,296.220616611587,44.8588421422872,1.000291465401154,1571.6040015220642
181000,181.0000000005002,-56474.69127975556,16866.835293991902,-39607.85598576366,300.6022083316554,45.12422948050564,0.994408490943715,1580.81694149971
182000,182.00000000050497,-56766.96740948852,16983.13066285294,-39783.836746635585,302.6748345291036,45.31711400793226,0.9901759616654577,1589.9981026649475
183000,183.00000000050974,-56818.661044497116,16514.70833098858,-40303.95271350854,294.3265709137918,45.18646966587247,0.9930387851608924,1599.1836664676666
184000,184.00000000051452,-56441.49515643312,16820.710199556153,-39620.78495687697,299.7801628794281,45.34126294061738,0.9896485901037966,1608.391702413559
185000,185.0000000005193,-57176.95136523034,16550.803183533302,-40626.14818169704,294.969856521034,45.25355530358508,0.991566665683672,1617.5698680877686
186000,186.00000000052407,-56819.68176264721,17067.11287330341,-39752.568889343805,304.1715728016934,45.25067955200014,0.9916296812988771,1626.734745502472
187000,187.00000000052884,-57007.12084199583,16748.763409275125,-40258.3574327207,298.4979209138262,45.469991710081324,0.9868468247984922,1635.9030981063843
188000,188.00000000053362,-56965.458950406544,16367.051316341347,-40598.407634065195,291.69501473238836,45.16529040512436,0.9935044486643319,1645.113731622696
189000,189.0000000005384,-56371.29143677552,17045.544082903853,-39325.74735387167,303.78717193975694,45.44732930664261,0.9873389179801378,1654.2751672267914
190000,190.00000000054317,-57160.0345327789,16513.133221493877,-40646.90131128502,294.2984991751272,44.90581744409727,0.9992450755087142,1663.4314143657684
191000,191.00000000054794,-56887.9065657102,16333.274661364985,-40554.63190434521,291.09304424420986,44.91855651595663,0.998961685840627,1672.6072313785553
192000,192.00000000055272,-57003.84264238708,16579.028856655077,-40424.813785731996,295.4728969269052,44.985861232876076,0.9974671088416266,1681.7751548290253
