inter,vdw,multipole,polar
-12800.4597,5979.7849,-13330.5443,-5442.5375
-12842.6075,5986.3717,-13344.4026,-5477.4609
-12917.1363,6094.7615,-13465.3598,-5539.4502
-12893.1772,6028.6926,-13396.533,-5518.2282
-12831.1081,5904.9965,-13296.9513,-5431.9878
-12764.1225,5992.094,-13293.138,-5455.9566
-12706.268,5743.3117,-13114.8619,-5327.5136
-12829.5912,6041.6544,-13368.807,-5495.2612
-12755.4428,5871.2357,-13252.9787,-5366.5818
-12868.2655,6040.5078,-13390.7247,-5510.9172
-12860.2256,6108.0089,-13449.7906,-5511.324
-12776.7175,5958.0879,-13271.8585,-5455.9014
-12769.1798,6075.3572,-13357.5149,-5479.9802
-12788.943,6143.7032,-13399.9952,-5525.663
-12862.6157,6045.6263,-13408.4692,-5492.7364
-12776.1536,6053.6995,-13334.8699,-5487.8901
-12797.421,5880.0927,-13264.191,-5406.2793
-12809.5981,6142.4167,-13424.7866,-5520.2399
-12847.6018,6137.2168,-13445.0524,-5532.6696
-12827.305,6213.5814,-13490.2227,-5543.6107
-12788.5782,5938.4817,-13286.1295,-5433.8674
-12747.7472,6119.728,-13356.7548,-5503.649
-12743.3339,5880.6778,-13204.5261,-5412.4175
-12798.7153,6029.6918,-13320.8398,-5500.4597
-12864.6855,5932.7467,-13323.1043,-5467.2677
-12843.298,6056.3279,-13375.2078,-5517.287
-12825.32,5882.5899,-13274.3189,-5426.5114
-12653.9482,5869.2657,-13142.7049,-5373.3749
-12707.3573,5879.7079,-13188.9428,-5390.9544
-12883.7746,5936.9296,-13377.1881,-5436.3657
-12824.6889,6028.5826,-13396.512,-5449.6313
-12730.555,5840.7196,-13184.3565,-5379.6852
-12762.5621,5998.2383,-13308.8702,-5444.7277
-12970.5543,6097.6734,-13516.1819,-5544.9609
-12798.3767,6031.523,-13355.6118,-5467.1945
-12868.828,6113.2741,-13450.9678,-5523.9593
-12819.034,5826.1506,-13245.6996,-5392.2774
-12773.65,5959.6637,-13308.5163,-5417.6792
-12772.3917,5899.381,-13242.1145,-5422.4482
-12891.8833,6108.0008,-13457.4016,-5535.3777
-12830.7613,6178.9761,-13490.8561,-5511.6446
-12783.4317,5914.683,-13271.1809,-5419.8044
-12729.5745,5741.4468,-13136.3895,-5327.5179
-12781.3061,6082.8792,-13386.3217,-5470.7315
-12789.573,5854.3664,-13247.7572,-5389.0871
-12776.3458,5982.8986,-13298.4364,-5453.6492
-12762.3915,5866.9524,-13221.3871,-5400.8398
-12810.8117,6024.4508,-13345.8129,-5482.3648
-12882.3847,6000.1782,-13392.0127,-5483.4141
-12938.2915,6043.0477,-13452.1421,-5522.1096
-12902.1218,5960.2477,-13355.7849,-5499.4468
-13022.2437,6032.0634,-13491.5086,-5555.5423
-12818.5735,5864.3803,-13250.0106,-5425.7604
-12766.1114,5975.8929,-13277.5805,-5457.2809
-12874.4686,6004.1691,-13376.9881,-5494.5075
-12854.0607,5881.0496,-13297.7662,-5430.1221
-12794.3527,5916.7939,-13258.9742,-5445.0756
-12856.2022,6097.9621,-13418.1424,-5528.9337
-12772.2736,5998.8939,-13328.3036,-5435.7162
-12716.0513,5943.5909,-13213.2615,-5439.2869
-12755.7797,5971.6009,-13255.9312,-5464.3335
-12755.5874,6023.9351,-13300.1029,-5472.3463
-12596.6868,5816.5977,-13056.675,-5349.4598
-12782.3537,6031.97,-13301.1455,-5506.0707
-12816.4489,6052.409,-13347.1778,-5514.552
-12727.3934,5978.9869,-13250.6353,-5448.5976
-12671.083,5862.3928,-13148.0614,-5378.2265
-12665.6319,5803.5014,-13108.5994,-5353.3849
-12749.2985,5991.4145,-13274.285,-5459.2381
-12757.1703,5817.855,-13180.5775,-5387.2207
-12770.691,6100.1347,-13362.6884,-5500.9091
-12904.5932,6163.4089,-13498.9216,-5561.9709
-12997.6585,6022.4089,-13455.276,-5557.6292
-12865.8643,5796.7838,-13225.7446,-5429.8663
-12945.5625,5881.4022,-13337.866,-5481.9582
-12912.0669,5934.1123,-13376.3378,-5462.6789
-12773.2253,5809.5951,-13195.801,-5379.8856
-12890.3387,6080.5746,-13442.9795,-5520.8236
-12841.2316,5923.3381,-13314.3339,-5443.098
-12791.881,5952.1716,-13299.0613,-5437.9574
-12797.6864,5975.725,-13289.2682,-5477.1157
-12718.1789,6085.2244,-13283.801,-5512.5072
-12832.0801,5909.1163,-13318.6753,-5415.4344
